"","Hub","ID","Animal.Sex","Animal.Length..m.","Date","Date.Time"
"4667","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 02:18:00"
"4668","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 02:19:00"
"4669","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 02:20:00"
"4670","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 02:24:00"
"4671","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 02:25:00"
"4672","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 02:27:00"
"4673","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 02:28:00"
"4674","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 02:29:00"
"4675","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 02:30:00"
"4676","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 02:30:00"
"4677","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 02:32:00"
"4678","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 02:32:00"
"4679","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 02:34:00"
"4680","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 02:36:00"
"4681","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 02:37:00"
"4682","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 02:38:00"
"4683","aquaHub-660298","9001-26756","Male",1.6,2025-09-18,"2025-09-18 02:38:00"
"4684","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 02:38:00"
"4685","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 02:39:00"
"4686","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 02:42:00"
"4687","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 02:43:00"
"4688","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 02:44:00"
"4689","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 02:47:00"
"4690","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 02:48:00"
"4691","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 02:48:00"
"4692","aquaHub-660298","9001-26756","Male",1.6,2025-09-18,"2025-09-18 02:49:00"
"4693","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 02:50:00"
"4694","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 02:52:00"
"4695","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 02:54:00"
"4696","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 02:55:00"
"4697","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 02:55:00"
"4698","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 02:57:00"
"4699","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 02:58:00"
"4700","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 02:58:00"
"4701","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 02:59:00"
"4702","aquaHub-660298","9001-26756","Male",1.6,2025-09-18,"2025-09-18 03:01:00"
"4703","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 03:01:00"
"4704","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 03:03:00"
"4705","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 03:04:00"
"4706","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 03:05:00"
"4707","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 03:07:00"
"4708","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 03:08:00"
"4709","aquaHub-660298","9001-26756","Male",1.6,2025-09-18,"2025-09-18 03:08:00"
"4710","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 03:09:00"
"4711","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 03:09:00"
"4712","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 03:10:00"
"4713","aquaHub-660298","9001-26756","Male",1.6,2025-09-18,"2025-09-18 03:11:00"
"4714","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 03:13:00"
"4715","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 03:14:00"
"4716","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 03:15:00"
"4717","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 03:16:00"
"4718","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 03:17:00"
"4719","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 03:19:00"
"4720","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 03:19:00"
"4721","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 03:19:00"
"4722","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 03:22:00"
"4723","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 03:22:00"
"4724","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 03:24:00"
"4725","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 03:24:00"
"4726","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 03:25:00"
"4727","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 03:26:00"
"4728","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 03:28:00"
"4729","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 03:29:00"
"4730","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 03:30:00"
"4731","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 03:31:00"
"4732","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 03:31:00"
"4733","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 03:32:00"
"4734","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 03:34:00"
"4735","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 03:36:00"
"4736","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 03:37:00"
"4737","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 03:38:00"
"4738","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 03:40:00"
"4739","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 03:40:00"
"4740","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 03:42:00"
"4741","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 03:48:00"
"4742","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 03:48:00"
"4743","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 03:50:00"
"4744","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 03:51:00"
"4745","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 03:52:00"
"4746","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 03:53:00"
"4747","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 03:56:00"
"4748","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 03:58:00"
"4749","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 03:59:00"
"4750","aquaHub-660247","9001-43284","Male",166,2025-09-18,"2025-09-18 04:01:00"
"4751","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 04:03:00"
"4752","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 04:05:00"
"4753","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 04:05:00"
"4754","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 04:07:00"
"4755","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 04:07:00"
"4756","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 04:08:00"
"4757","aquaHub-660247","9001-43284","Male",166,2025-09-18,"2025-09-18 04:08:00"
"4758","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 04:08:00"
"4759","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 04:12:00"
"4760","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 04:13:00"
"4761","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 04:15:00"
"4762","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 04:16:00"
"4763","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 04:18:00"
"4764","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 04:19:00"
"4765","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 04:19:00"
"4766","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 04:19:00"
"4767","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 04:21:00"
"4768","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 04:22:00"
"4769","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 04:22:00"
"4770","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 04:23:00"
"4771","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 04:31:00"
"4772","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 04:33:00"
"4773","aquaHub-660273","9001-52022","Male",1.6,2025-09-18,"2025-09-18 04:36:00"
"4774","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 04:36:00"
"4775","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 04:38:00"
"4776","aquaHub-660273","9001-52022","Male",1.6,2025-09-18,"2025-09-18 04:40:00"
"4777","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 04:41:00"
"4778","aquaHub-660273","9001-52022","Male",1.6,2025-09-18,"2025-09-18 04:42:00"
"4779","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 04:43:00"
"4780","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 04:45:00"
"4781","aquaHub-660247","9001-43149","Male",165,2025-09-18,"2025-09-18 04:46:00"
"4782","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 04:48:00"
"4783","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 04:50:00"
"4784","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 04:52:00"
"4785","aquaHub-660298","9001-26747","Male",1.4,2025-09-18,"2025-09-18 04:55:00"
"4786","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 04:56:00"
"4787","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 05:00:00"
"4788","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 05:02:00"
"4789","aquaHub-660298","9001-26747","Male",1.4,2025-09-18,"2025-09-18 05:05:00"
"4790","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 05:08:00"
"4791","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 05:10:00"
"4792","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 05:16:00"
"4793","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 05:20:00"
"4794","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 05:23:00"
"4795","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 05:28:00"
"4796","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 05:29:00"
"4797","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 05:31:00"
"4798","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 05:34:00"
"4799","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 05:38:00"
"4800","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 05:38:00"
"4801","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 05:40:00"
"4802","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 05:42:00"
"4803","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 05:43:00"
"4804","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 05:44:00"
"4805","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 05:45:00"
"4806","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 05:45:00"
"4807","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 05:46:00"
"4808","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 05:48:00"
"4809","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 05:49:00"
"4810","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 05:51:00"
"4811","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 05:56:00"
"4812","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 05:59:00"
"4813","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 05:59:00"
"4814","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 06:00:00"
"4815","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 06:01:00"
"4816","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 06:01:00"
"4817","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 06:03:00"
"4818","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 06:03:00"
"4819","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 06:05:00"
"4820","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 06:05:00"
"4821","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 06:06:00"
"4822","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 06:07:00"
"4823","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 06:07:00"
"4824","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 06:07:00"
"4825","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 06:09:00"
"4826","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 06:09:00"
"4827","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 06:10:00"
"4828","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 06:12:00"
"4829","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 06:16:00"
"4830","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 06:22:00"
"4831","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 06:28:00"
"4832","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 06:32:00"
"4833","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 06:37:00"
"4834","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 06:39:00"
"4835","aquaHub-660298","9001-26747","Male",1.4,2025-09-18,"2025-09-18 06:40:00"
"4836","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 06:46:00"
"4837","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 07:00:00"
"4838","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 07:04:00"
"4839","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 07:07:00"
"4840","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 07:07:00"
"4841","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 07:09:00"
"4842","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 07:14:00"
"4843","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 07:19:00"
"4844","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 07:32:00"
"4845","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 07:38:00"
"4846","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 07:41:00"
"4847","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 07:46:00"
"4848","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 07:49:00"
"4849","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 07:50:00"
"4850","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 07:52:00"
"4851","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 08:28:00"
"4852","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 08:35:00"
"4853","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 08:42:00"
"4854","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 08:45:00"
"4855","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 08:47:00"
"4856","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 08:51:00"
"4857","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 08:53:00"
"4858","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 08:56:00"
"4859","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 08:57:00"
"4860","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 08:59:00"
"4861","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 09:01:00"
"4862","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 09:05:00"
"4863","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 09:13:00"
"4864","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 09:17:00"
"4865","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 09:19:00"
"4866","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 09:22:00"
"4867","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 09:24:00"
"4868","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 09:25:00"
"4869","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 09:26:00"
"4870","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 09:27:00"
"4871","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 09:28:00"
"4872","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 09:30:00"
"4873","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 09:30:00"
"4874","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 09:31:00"
"4875","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 09:33:00"
"4876","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 09:34:00"
"4877","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 09:35:00"
"4878","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 09:36:00"
"4879","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 09:38:00"
"4880","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 09:39:00"
"4881","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 09:41:00"
"4882","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 09:41:00"
"4883","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 09:44:00"
"4884","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 09:45:00"
"4885","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 09:46:00"
"4886","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 09:46:00"
"4887","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 09:47:00"
"4888","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 09:48:00"
"4889","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 09:49:00"
"4890","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 09:52:00"
"4891","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 09:53:00"
"4892","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 09:55:00"
"4893","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 09:57:00"
"4894","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 09:57:00"
"4895","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 10:00:00"
"4896","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 10:05:00"
"4897","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 10:06:00"
"4898","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 10:08:00"
"4899","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 10:10:00"
"4900","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 10:11:00"
"4901","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 10:13:00"
"4902","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 10:15:00"
"4903","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 10:19:00"
"4904","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 10:21:00"
"4905","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 10:22:00"
"4906","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 10:24:00"
"4907","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 10:31:00"
"4908","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 10:33:00"
"4909","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 10:35:00"
"4910","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 10:39:00"
"4911","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 10:41:00"
"4912","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 10:43:00"
"4913","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 10:45:00"
"4914","aquaHub-660247","9001-43149","Male",165,2025-09-18,"2025-09-18 10:46:00"
"4915","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 10:48:00"
"4916","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 10:51:00"
"4917","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 10:58:00"
"4918","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 11:08:00"
"4919","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 11:08:00"
"4920","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 11:10:00"
"4921","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 11:11:00"
"4922","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 11:14:00"
"4923","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 11:14:00"
"4924","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 11:16:00"
"4925","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 11:21:00"
"4926","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 11:23:00"
"4927","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 11:24:00"
"4928","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 11:25:00"
"4929","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 11:27:00"
"4930","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 11:29:00"
"4931","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 11:30:00"
"4932","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 11:31:00"
"4933","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 11:31:00"
"4934","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 11:32:00"
"4935","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 11:33:00"
"4936","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 11:34:00"
"4937","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 11:36:00"
"4938","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 11:37:00"
"4939","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 11:39:00"
"4940","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 11:39:00"
"4941","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 11:41:00"
"4942","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 11:42:00"
"4943","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 11:42:00"
"4944","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 11:43:00"
"4945","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 11:44:00"
"4946","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 11:46:00"
"4947","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 11:48:00"
"4948","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 11:50:00"
"4949","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 11:51:00"
"4950","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 11:52:00"
"4951","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 11:54:00"
"4952","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 11:56:00"
"4953","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 11:58:00"
"4954","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 11:58:00"
"4955","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 12:00:00"
"4956","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 12:02:00"
"4957","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 12:03:00"
"4958","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 12:04:00"
"4959","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 12:05:00"
"4960","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 12:06:00"
"4961","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 12:06:00"
"4962","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 12:07:00"
"4963","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 12:09:00"
