"","Hub","ID","Animal.Sex","Animal.Length..m.","Date","Date.Time"
"6122","aquaHub-660110","9001-28297","Male",1.6,2025-09-19,"2025-09-19 17:22:00"
"6123","aquaHub-660110","9001-52040","Male",164,2025-09-19,"2025-09-19 17:23:00"
"6124","aquaHub-660110","9001-52040","Male",164,2025-09-19,"2025-09-19 17:25:00"
"6125","aquaHub-660110","9001-28297","Male",1.6,2025-09-19,"2025-09-19 17:26:00"
"6126","aquaHub-660110","9001-52040","Male",164,2025-09-19,"2025-09-19 17:27:00"
"6127","aquaHub-660110","9001-28297","Male",1.6,2025-09-19,"2025-09-19 17:29:00"
"6128","aquaHub-660110","9001-52040","Male",164,2025-09-19,"2025-09-19 17:32:00"
"6129","aquaHub-660110","9001-28297","Male",1.6,2025-09-19,"2025-09-19 17:32:00"
"6130","aquaHub-660110","9001-52040","Male",164,2025-09-19,"2025-09-19 17:33:00"
"6131","aquaHub-660273","9001-52032","Female",1.8,2025-09-19,"2025-09-19 17:46:00"
"6132","aquaHub-660273","9001-52032","Female",1.8,2025-09-19,"2025-09-19 17:53:00"
"6133","aquaHub-660273","9001-52032","Female",1.8,2025-09-19,"2025-09-19 17:54:00"
"6134","aquaHub-660273","9001-52032","Female",1.8,2025-09-19,"2025-09-19 17:56:00"
"6135","aquaHub-660273","9001-52032","Female",1.8,2025-09-19,"2025-09-19 17:59:00"
"6136","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 17:59:00"
"6137","aquaHub-660273","9001-52032","Female",1.8,2025-09-19,"2025-09-19 18:00:00"
"6138","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 18:02:00"
"6139","aquaHub-660273","9001-52032","Female",1.8,2025-09-19,"2025-09-19 18:03:00"
"6140","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 18:04:00"
"6141","aquaHub-660273","9001-52032","Female",1.8,2025-09-19,"2025-09-19 18:04:00"
"6142","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 18:05:00"
"6143","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 18:07:00"
"6144","aquaHub-660110","9001-43284","Male",166,2025-09-19,"2025-09-19 18:08:00"
"6145","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 18:09:00"
"6146","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 18:10:00"
"6147","aquaHub-660110","9001-43284","Male",166,2025-09-19,"2025-09-19 18:11:00"
"6148","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 18:11:00"
"6149","aquaHub-660273","9001-52032","Female",1.8,2025-09-19,"2025-09-19 18:12:00"
"6150","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 18:12:00"
"6151","aquaHub-660110","9001-43284","Male",166,2025-09-19,"2025-09-19 18:13:00"
"6152","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 18:13:00"
"6153","aquaHub-660273","9001-52032","Female",1.8,2025-09-19,"2025-09-19 18:13:00"
"6154","aquaHub-660110","9001-43284","Male",166,2025-09-19,"2025-09-19 18:14:00"
"6155","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 18:15:00"
"6156","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 18:15:00"
"6157","aquaHub-660110","9001-43284","Male",166,2025-09-19,"2025-09-19 18:16:00"
"6158","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 18:20:00"
"6159","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 18:20:00"
"6160","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 18:22:00"
"6161","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 18:28:00"
"6162","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 18:28:00"
"6163","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 18:30:00"
"6164","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 18:32:00"
"6165","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 18:33:00"
"6166","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 18:35:00"
"6167","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 18:36:00"
"6168","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 18:37:00"
"6169","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 18:38:00"
"6170","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 18:39:00"
"6171","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 18:40:00"
"6172","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 18:43:00"
"6173","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 18:45:00"
"6174","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 18:46:00"
"6175","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 18:47:00"
"6176","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 18:48:00"
"6177","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 18:49:00"
"6178","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 18:50:00"
"6179","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 18:51:00"
"6180","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 18:55:00"
"6181","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 18:58:00"
"6182","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 19:00:00"
"6183","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 19:09:00"
"6184","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 19:09:00"
"6185","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 19:12:00"
"6186","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 19:12:00"
"6187","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 19:15:00"
"6188","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 19:16:00"
"6189","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 19:16:00"
"6190","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 19:18:00"
"6191","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 19:19:00"
"6192","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 19:19:00"
"6193","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 19:21:00"
"6194","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 19:23:00"
"6195","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 19:24:00"
"6196","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 19:25:00"
"6197","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 19:26:00"
"6198","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 19:26:00"
"6199","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 19:30:00"
"6200","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 19:30:00"
"6201","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 19:32:00"
"6202","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 19:33:00"
"6203","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 19:33:00"
"6204","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 19:34:00"
"6205","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 19:35:00"
"6206","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 19:35:00"
"6207","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 19:36:00"
"6208","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 19:36:00"
"6209","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 19:38:00"
"6210","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 19:39:00"
"6211","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 19:41:00"
"6212","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 19:41:00"
"6213","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 19:42:00"
"6214","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 19:43:00"
"6215","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 19:44:00"
"6216","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 19:46:00"
"6217","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 19:48:00"
"6218","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 19:48:00"
"6219","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 19:51:00"
"6220","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 19:53:00"
"6221","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 20:02:00"
"6222","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 20:09:00"
"6223","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 20:13:00"
"6224","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 20:15:00"
"6225","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 20:17:00"
"6226","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 20:19:00"
"6227","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 20:21:00"
"6228","aquaHub-660273","9001-43289","Male",171,2025-09-19,"2025-09-19 20:22:00"
"6229","aquaHub-660273","9001-43289","Male",171,2025-09-19,"2025-09-19 20:25:00"
"6230","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 20:25:00"
"6231","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 20:27:00"
"6232","aquaHub-660273","9001-43289","Male",171,2025-09-19,"2025-09-19 20:28:00"
"6233","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 20:29:00"
"6234","aquaHub-660273","9001-43289","Male",171,2025-09-19,"2025-09-19 20:32:00"
"6235","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 20:34:00"
"6236","aquaHub-660273","9001-43289","Male",171,2025-09-19,"2025-09-19 20:34:00"
"6237","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 20:34:00"
"6238","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 20:35:00"
"6239","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 20:37:00"
"6240","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 20:37:00"
"6241","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 20:39:00"
"6242","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 20:39:00"
"6243","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 20:41:00"
"6244","aquaHub-660273","9001-43289","Male",171,2025-09-19,"2025-09-19 20:41:00"
"6245","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 20:42:00"
"6246","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 20:43:00"
"6247","aquaHub-660273","9001-43289","Male",171,2025-09-19,"2025-09-19 20:44:00"
"6248","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 20:45:00"
"6249","aquaHub-660273","9001-43289","Male",171,2025-09-19,"2025-09-19 20:46:00"
"6250","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 20:47:00"
"6251","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 20:47:00"
"6252","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 20:48:00"
"6253","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 20:49:00"
"6254","aquaHub-660273","9001-43289","Male",171,2025-09-19,"2025-09-19 20:50:00"
"6255","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 20:50:00"
"6256","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 20:51:00"
"6257","aquaHub-660273","9001-43289","Male",171,2025-09-19,"2025-09-19 20:51:00"
"6258","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 20:52:00"
"6259","aquaHub-660273","9001-43289","Male",171,2025-09-19,"2025-09-19 20:54:00"
"6260","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 20:56:00"
"6261","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 20:57:00"
"6262","aquaHub-660273","9001-43289","Male",171,2025-09-19,"2025-09-19 20:58:00"
"6263","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 20:58:00"
"6264","aquaHub-660273","9001-43289","Male",171,2025-09-19,"2025-09-19 20:59:00"
"6265","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 21:00:00"
"6266","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 21:02:00"
"6267","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 21:05:00"
"6268","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 21:06:00"
"6269","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 21:07:00"
"6270","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 21:08:00"
"6271","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 21:09:00"
"6272","aquaHub-660298","9001-52036","Male",161,2025-09-19,"2025-09-19 21:09:00"
"6273","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 21:10:00"
"6274","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 21:11:00"
"6275","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 21:15:00"
"6276","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 21:16:00"
"6277","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 21:17:00"
"6278","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 21:18:00"
"6279","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 21:18:00"
"6280","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 21:20:00"
"6281","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 21:21:00"
"6282","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 21:22:00"
"6283","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 21:23:00"
"6284","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 21:24:00"
"6285","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 21:25:00"
"6286","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 21:26:00"
"6287","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 21:28:00"
"6288","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 21:29:00"
"6289","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 21:31:00"
"6290","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 21:33:00"
"6291","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 21:34:00"
"6292","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 21:35:00"
"6293","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 21:37:00"
"6294","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 21:38:00"
"6295","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 21:39:00"
"6296","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 21:40:00"
"6297","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 21:42:00"
"6298","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 21:42:00"
"6299","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 21:44:00"
"6300","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 21:44:00"
"6301","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 21:46:00"
"6302","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 21:46:00"
"6303","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 21:48:00"
"6304","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 21:49:00"
"6305","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 21:50:00"
"6306","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 21:50:00"
"6307","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 21:51:00"
"6308","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 21:52:00"
"6309","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 21:54:00"
"6310","aquaHub-660298","9001-43282","Male",162,2025-09-19,"2025-09-19 21:54:00"
"6311","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 21:54:00"
"6312","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 21:56:00"
"6313","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 21:57:00"
"6314","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 21:58:00"
"6315","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 21:59:00"
"6316","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 22:00:00"
"6317","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 22:01:00"
"6318","aquaHub-660143","9001-52029","Male",1.5,2025-09-19,"2025-09-19 22:01:00"
"6319","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 22:02:00"
"6320","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 22:02:00"
"6321","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 22:06:00"
"6322","aquaHub-660143","9001-52029","Male",1.5,2025-09-19,"2025-09-19 22:09:00"
"6323","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 22:11:00"
"6324","aquaHub-660143","9001-52029","Male",1.5,2025-09-19,"2025-09-19 22:11:00"
"6325","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 22:12:00"
"6326","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 22:12:00"
"6327","aquaHub-660143","9001-52029","Male",1.5,2025-09-19,"2025-09-19 22:12:00"
"6328","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 22:15:00"
"6329","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 22:15:00"
"6330","aquaHub-660143","9001-52029","Male",1.5,2025-09-19,"2025-09-19 22:16:00"
"6331","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 22:17:00"
"6332","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 22:17:00"
"6333","aquaHub-660143","9001-52029","Male",1.5,2025-09-19,"2025-09-19 22:17:00"
"6334","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 22:18:00"
"6335","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 22:19:00"
"6336","aquaHub-660143","9001-52029","Male",1.5,2025-09-19,"2025-09-19 22:20:00"
"6337","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 22:21:00"
"6338","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 22:23:00"
"6339","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 22:23:00"
"6340","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 22:25:00"
"6341","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 22:26:00"
"6342","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 22:27:00"
"6343","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 22:27:00"
"6344","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 22:30:00"
"6345","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 22:33:00"
"6346","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 22:35:00"
"6347","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 22:40:00"
"6348","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 22:43:00"
"6349","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 22:45:00"
"6350","aquaHub-660110","9001-52022","Male",1.6,2025-09-19,"2025-09-19 22:52:00"
"6351","aquaHub-660110","9001-52022","Male",1.6,2025-09-19,"2025-09-19 22:54:00"
"6352","aquaHub-660110","9001-52022","Male",1.6,2025-09-19,"2025-09-19 22:55:00"
"6353","aquaHub-660110","9001-52022","Male",1.6,2025-09-19,"2025-09-19 22:57:00"
"6354","aquaHub-660110","9001-52022","Male",1.6,2025-09-19,"2025-09-19 22:59:00"
"6355","aquaHub-660273","9001-52032","Female",1.8,2025-09-19,"2025-09-19 23:00:00"
"6356","aquaHub-660273","9001-52032","Female",1.8,2025-09-19,"2025-09-19 23:02:00"
"6357","aquaHub-660273","9001-52032","Female",1.8,2025-09-19,"2025-09-19 23:04:00"
"6358","aquaHub-660273","9001-52032","Female",1.8,2025-09-19,"2025-09-19 23:06:00"
"6359","aquaHub-660273","9001-52032","Female",1.8,2025-09-19,"2025-09-19 23:08:00"
"6360","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 23:43:00"
"6361","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 23:44:00"
"6362","aquaHub-660298","9001-52031","Male",1.6,2025-09-19,"2025-09-19 23:46:00"
"6363","aquaHub-660273","9001-52022","Male",1.6,2025-09-19,"2025-09-19 23:46:00"
"6364","aquaHub-660298","9001-52039","Male",170,2025-09-19,"2025-09-19 23:48:00"
